tenure_months,monthly_charges_inr,avg_login_days_per_month,support_tickets_last_90_days,payment_delay_days,data_usage_gb,satisfaction_score,last_complaint_days_ago,discount_percent,autopay_enabled,referral_count,region_East,region_North,region_South,region_West,plan_type_Enterprise,plan_type_Premium,plan_type_Standard,contract_type_One-year,contract_type_Two-year,payment_method_Debit Card,payment_method_Net Banking,payment_method_UPI,payment_method_Wallet,churn
-0.32498285,2.186724,2.0147333,1.4089935,-0.90905523,1.8841861,0.3373504,3.379867,0.22858675,0.0,-0.87813246,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.32498285,0.8534075,0.7201999,2.7861404,-0.12930807,0.6194758,-2.436071,-0.7269666,1.551331,1.0,1.0334483,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.7530025,-0.89633775,0.35033312,0.031846523,0.39052337,-1.1273576,-0.5871234,-0.5261881,0.88995886,0.0,-0.87813246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8164029,-0.96543247,-0.019533586,-1.3453004,-0.90905523,-0.6387195,0.00718118,0.45945203,-1.0941576,0.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.110973015,0.11804217,-1.4990004,-0.65672696,0.13060765,-0.83187526,-0.38902187,-0.4166725,-1.0941576,0.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1.6011057,-1.0347856,0.7201999,-1.3453004,-0.90905523,-0.6021195,-0.38902187,0.16741051,-1.0941576,0.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.039636403,0.045795027,0.35033312,1.4089935,-0.90905523,0.023912128,-2.436071,0.31343126,0.22858675,0.0,-0.87813246,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.6103293,-0.32593152,0.5352665,2.0975668,0.91035485,-0.13111071,-0.98332644,-0.83648217,-1.0941576,1.0,0.07765797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.5377052,-0.40528452,0.7201999,1.4089935,-0.3892238,-0.13762589,-1.577631,-0.83648217,-1.0941576,0.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.031700205,-0.029216943,-0.019533586,0.72042,2.9896805,-0.66094774,-0.7852249,-0.83648217,0.22858675,1.0,1.0334483,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1.3870958,-0.8808857,-0.019533586,0.031846523,-0.12930807,-1.6035402,0.79958725,0.33168387,-1.0941576,1.0,0.07765797,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.17437343,0.22620618,-0.3894003,0.72042,0.39052337,0.36135986,0.2052827,-0.83648217,1.551331,1.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-1.1810222,-0.842695,0.5352665,0.031846523,-0.12930807,-0.3792622,-0.124886505,-0.14288358,0.88995886,1.0,0.07765797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.5389927,0.9617524,0.5352665,0.031846523,0.91035485,1.3882664,0.2052827,-0.83648217,0.22858675,1.0,0.07765797,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.45971987,-1.0964644,-0.75926703,-0.65672696,-0.90905523,-0.8878291,-1.0493603,0.6602306,-1.0941576,1.0,1.0334483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.96701235,0.015511173,1.6448667,0.72042,-0.12930807,-0.09010343,-1.6436648,-0.7269666,-1.0941576,1.0,1.9892387,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.110973015,-0.3177404,0.5352665,-0.65672696,-0.90905523,-0.63527024,1.9221625,-0.50793546,-1.0941576,1.0,1.9892387,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.32498285,-0.84496886,0.35033312,-0.65672696,1.1702706,-0.5408002,0.2052827,-0.6904614,-1.0941576,1.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.0304128,0.9694009,-0.57433367,-0.65672696,-0.12930807,0.3498625,1.2618241,0.6602306,1.551331,0.0,0.07765797,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.6023931,0.036622018,1.275,0.031846523,-0.12930807,-0.19319649,1.6580272,-0.58094585,-1.0941576,1.0,0.07765797,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.1730859,-0.40693825,0.16539977,-1.3453004,-0.6491395,0.5489586,1.3938918,0.9157669,-0.4327854,0.0,1.9892387,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-1.1096855,-0.8590772,-0.57433367,-0.65672696,-0.90905523,-0.9947546,1.5919933,0.33168387,-0.4327854,1.0,0.07765797,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.6023931,-1.1030018,-0.75926703,-1.3453004,-0.6491395,-0.2765524,0.5354519,0.40469423,0.88995886,1.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.6724422,-1.0984282,-0.9442004,0.031846523,-0.3892238,-1.1917429,-0.65315723,0.29517868,-1.0941576,1.0,0.07765797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.95907617,1.0026046,-0.3894003,0.031846523,-0.90905523,0.67063904,-0.2569542,-0.83648217,0.88995886,1.0,0.07765797,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
2.1717985,-0.9331073,-0.3894003,-0.65672696,0.6504391,-1.2452056,0.07321502,0.33168387,-1.0941576,1.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-1.1810222,-0.8567258,2.1996667,0.72042,-0.6491395,-1.7175558,-0.7852249,0.4959572,1.551331,0.0,0.07765797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.32498285,0.7672329,-1.1291337,2.0975668,-0.90905523,1.4126024,-0.7852249,6.902618,-1.0941576,1.0,1.0334483,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.45971987,2.878498,-0.57433367,-0.65672696,-0.3892238,2.2283406,2.0542302,0.14915791,-0.4327854,1.0,0.07765797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-1.4663687,0.9864033,1.0900666,1.4089935,0.13060765,1.1109883,-2.6341724,-0.83648217,1.551331,0.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.6023931,-1.0850433,-0.3894003,-1.3453004,0.13060765,-0.9273034,0.13924886,-0.56269324,0.88995886,1.0,1.9892387,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-1.0383489,-0.49404308,0.16539977,-0.65672696,-0.3892238,-0.52738667,0.27131656,0.36818904,-0.4327854,0.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.96701235,1.065317,0.35033312,0.031846523,0.39052337,0.3322332,-0.38902187,0.93401945,-0.4327854,1.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.8151155,0.7610056,0.7201999,-0.65672696,-0.3892238,1.80198,-0.52108955,2.394227,0.22858675,0.0,0.07765797,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
2.2431352,-0.09260115,0.90513325,-0.65672696,-0.90905523,0.11014239,0.66751957,0.7697461,-1.0941576,0.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.110973015,-0.16999035,0.5352665,0.031846523,-0.3892238,-0.91044056,-1.0493603,-0.65395623,-0.4327854,1.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.8956757,-0.342598,0.35033312,0.031846523,-0.90905523,0.028319454,1.0637226,-0.83648217,-1.0941576,1.0,0.07765797,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.8164029,-0.41701564,-0.3894003,-0.65672696,-0.90905523,-0.66382205,1.1297565,-0.83648217,-0.4327854,0.0,2.9450293,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.110973015,-0.40143445,-0.019533586,-0.65672696,-0.3892238,-1.116435,0.9976888,-0.83648217,-1.0941576,1.0,2.9450293,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.38838327,-0.92659575,-0.9442004,2.0975668,-0.90905523,-1.7175558,-2.3040032,-0.83648217,-1.0941576,1.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.7437788,-0.85039514,0.5352665,-0.65672696,-0.90905523,-0.39229256,0.79958725,-0.83648217,-0.4327854,1.0,0.07765797,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.45971987,0.43744382,0.7201999,-0.65672696,-0.3892238,0.4113734,0.13924886,-0.7817244,-1.0941576,1.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.46765608,-0.898379,-0.57433367,0.031846523,-0.90905523,-0.88265526,0.66751957,-0.65395623,0.88995886,1.0,0.07765797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.6816659,1.0774873,0.7201999,0.72042,-0.6491395,0.8275781,-0.65315723,-0.08812581,0.88995886,0.0,0.07765797,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0304128,-1.0348631,-0.019533586,-1.3453004,-0.90905523,-0.85544485,1.2618241,-0.708714,1.551331,0.0,0.07765797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.031700205,1.1961163,1.275,-0.65672696,0.13060765,0.7357908,0.27131656,-0.7817244,0.22858675,0.0,1.0334483,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.46765608,-0.86825025,-1.1291337,0.031846523,-0.90905523,-0.9123568,-0.19092034,-0.83648217,1.551331,0.0,0.07765797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.6023931,-1.0380414,-1.3140671,-1.3453004,1.9500177,0.07354243,-0.32298803,0.31343126,0.22858675,1.0,1.0334483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.74506634,-0.17825899,-2.0538006,0.031846523,0.39052337,-0.9154228,-0.2569542,-0.069873214,0.88995886,0.0,0.07765797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.6023931,-0.1459338,-1.8688672,-0.65672696,0.13060765,0.81780535,1.3938918,-0.27065176,0.22858675,0.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.31704664,0.19912642,-0.20446695,0.031846523,-0.6491395,-0.21523312,1.4599257,-0.799977,-1.0941576,1.0,0.07765797,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.6103293,1.5674037,0.7201999,1.4089935,-0.90905523,2.2553594,-0.05885266,-0.83648217,0.88995886,1.0,-0.87813246,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.25364622,0.93273467,1.4599333,-0.65672696,1.1702706,0.75533634,1.7900949,0.7514935,0.88995886,0.0,3.9008195,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.9577887,0.39656577,-0.3894003,-1.3453004,-0.90905523,1.3129586,1.7900949,0.11265273,-1.0941576,1.0,1.9892387,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.1810222,0.36418894,-0.20446695,0.031846523,-0.3892238,2.0415084,0.07321502,1.5181025,1.551331,1.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.5389927,-0.12986167,-0.75926703,-1.3453004,-0.12930807,-0.40819725,1.6580272,-0.67220885,-0.4327854,0.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.2523588,-0.7044539,-0.75926703,0.031846523,-0.3892238,-0.7653821,0.27131656,-0.7634718,0.88995886,0.0,-0.87813246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.4584324,0.5622484,-0.3894003,0.72042,-0.90905523,2.025029,0.27131656,-0.83648217,0.22858675,1.0,-0.87813246,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.8164029,1.2764771,-0.019533586,0.031846523,1.9500177,0.4399252,-1.2474618,0.38644165,-1.0941576,1.0,-0.87813246,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.46765608,-0.9012214,-0.3894003,0.72042,-0.90905523,-1.3228128,1.5259595,0.6784831,1.551331,0.0,1.0334483,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.25364622,0.06938646,-0.3894003,0.031846523,1.4301863,0.07737489,-1.3795295,-0.83648217,0.88995886,1.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1.4584324,0.43361956,1.4599333,-0.65672696,-0.90905523,1.3121921,1.5259595,-0.08812581,-1.0941576,1.0,1.0334483,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.8164029,-1.0153027,0.16539977,0.031846523,0.91035485,-1.5058126,-1.577631,-0.83648217,1.551331,0.0,1.9892387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.1810222,2.5469778,2.0147333,0.031846523,-0.3892238,2.1716204,1.4599257,0.33168387,-0.4327854,1.0,0.07765797,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.6023931,-0.9954321,-2.238734,-0.65672696,2.2099335,-0.3957418,-0.5871234,-0.7269666,-0.4327854,1.0,0.07765797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.10303682,0.06481288,0.16539977,-0.65672696,0.13060765,-0.38386115,-1.7096987,-0.65395623,-1.0941576,0.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.39631945,0.90836805,-1.3140671,-0.65672696,-0.3892238,0.3439222,0.93165493,-0.1063784,-1.0941576,0.0,0.07765797,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
2.813828,-0.025185985,-1.1291337,-0.65672696,0.6504391,-0.3303984,-0.4550557,-0.83648217,0.88995886,1.0,0.07765797,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.7530025,1.1998372,2.1996667,1.4089935,-0.90905523,1.4827365,0.79958725,-0.83648217,0.22858675,1.0,1.0334483,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.2523588,-0.8900071,-0.3894003,2.0975668,-0.3892238,-0.7230335,-2.5021048,-0.83648217,-1.0941576,0.0,0.07765797,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.8956757,-0.1355205,-1.1291337,-0.65672696,0.13060765,-0.75810045,0.46941808,-0.30715695,-0.4327854,1.0,0.07765797,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.8956757,0.65842295,-0.3894003,0.72042,-0.6491395,1.14663,0.79958725,-0.83648217,1.551331,1.0,1.0334483,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-1.1810222,1.1119831,0.7201999,2.0975668,-0.6491395,0.41693047,-0.19092034,2.120438,-1.0941576,1.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.95907617,0.54679644,-0.57433367,-1.3453004,-0.6491395,0.6578003,-0.7852249,1.5546076,-0.4327854,0.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.8151155,0.8410046,-1.1291337,0.72042,0.6504391,0.5692706,-1.5115972,-0.83648217,-0.4327854,0.0,0.07765797,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.24571005,1.4206613,0.7201999,-0.65672696,-0.3892238,0.26037467,1.6580272,-0.83648217,-1.0941576,0.0,1.0334483,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.8956757,-1.0017111,-0.20446695,1.4089935,-0.6491395,0.54512614,0.07321502,-0.4349251,-0.4327854,0.0,1.0334483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.17437343,-0.82641613,-0.75926703,0.031846523,0.6504391,-0.8500794,-1.5115972,-0.617451,0.22858675,1.0,2.9450293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.39631945,-0.8955884,-0.019533586,0.72042,3.7694278,-0.38386115,-0.38902187,-0.033368025,1.551331,0.0,0.07765797,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.10303682,-0.13665745,1.275,1.4089935,-0.12930807,0.15804808,0.46941808,0.16741051,0.88995886,1.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.18230963,0.5802327,0.7201999,0.72042,0.13060765,0.7233353,-0.124886505,-0.27065176,-1.0941576,0.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.2523588,0.16351964,-0.019533586,0.72042,-0.3892238,0.81129014,-0.98332644,-0.7269666,0.88995886,0.0,-0.87813246,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.53105646,1.7401147,-0.57433367,0.031846523,-0.90905523,2.0129566,-0.05885266,-0.39841992,1.551331,1.0,-0.87813246,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.39631945,-0.8768548,-0.019533586,1.4089935,0.91035485,-0.29705605,0.27131656,-0.4349251,-1.0941576,1.0,0.07765797,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.7530025,-0.041749083,-0.3894003,-0.65672696,-0.90905523,0.17433602,2.0542302,0.09440014,0.22858675,1.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.32498285,0.25080535,-0.20446695,0.72042,-0.90905523,-1.007785,2.0542302,-0.83648217,-1.0941576,1.0,1.9892387,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.5389927,0.2812184,-0.57433367,0.031846523,0.39052337,-0.12478716,0.3373504,-0.83648217,0.22858675,0.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.7437788,-0.9063376,0.5352665,-0.65672696,-0.12930807,-0.78473604,1.0637226,2.6315107,0.88995886,0.0,-0.87813246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1.0304128,0.016984023,-0.019533586,0.031846523,-0.6491395,-0.13551803,-0.32298803,-0.7452192,1.551331,1.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.53105646,-1.0482221,-0.019533586,0.72042,0.6504391,-0.49346942,0.7335534,-0.56269324,0.22858675,1.0,2.9450293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
